date,close,sma50,sma150,sma200,sma200_slope,low_52w,high_52w,return_52w
2025-04-17,2037.0,,,,,,,
2025-04-18,2062.0,,,,,,,
2025-04-21,2030.0,,,,,,,
2025-04-22,2032.0,,,,,,,
2025-04-23,2068.0,,,,,,,
2025-04-24,2072.0,,,,,,,
2025-04-25,2091.0,,,,,,,
2025-04-28,2110.0,,,,,,,
2025-04-30,2107.0,,,,,,,
2025-05-01,2114.0,,,,,,,
2025-05-02,2122.0,,,,,,,
2025-05-07,2113.0,,,,,,,
2025-05-08,2113.0,,,,,,,
2025-05-09,2132.0,,,,,,,
2025-05-12,2150.0,,,,,,,
2025-05-13,2174.0,,,,,,,
2025-05-14,2161.0,,,,,,,
2025-05-15,2149.0,,,,,,,
2025-05-16,2147.0,,,,,,,
2025-05-19,2145.0,,,,,,,
2025-05-20,2138.0,,,,,,,
2025-05-21,2136.0,,,,,,,
2025-05-22,2142.0,,,,,,,
2025-05-23,2147.0,,,,,,,
2025-05-26,2254.0,,,,,,,
2025-05-27,2199.0,,,,,,,
2025-05-28,2184.0,,,,,,,
2025-05-29,2190.0,,,,,,,
2025-05-30,2205.0,,,,,,,
2025-06-02,2183.0,,,,,,,
2025-06-03,2192.0,,,,,,,
2025-06-04,2200.0,,,,,,,
2025-06-05,2177.0,,,,,,,
2025-06-06,2175.0,,,,,,,
2025-06-09,2175.0,,,,,,,
2025-06-10,2175.0,,,,,,,
2025-06-11,2184.0,,,,,,,
2025-06-12,2185.0,,,,,,,
2025-06-13,2167.0,,,,,,,
2025-06-16,2170.0,,,,,,,
2025-06-17,2170.0,,,,,,,
2025-06-18,2250.0,,,,,,,
2025-06-19,2183.0,,,,,,,
2025-06-20,2169.0,,,,,,,
2025-06-23,2170.0,,,,,,,
2025-06-24,2170.0,,,,,,,
2025-06-25,2165.0,,,,,,,
2025-06-26,2175.0,,,,,,,
2025-06-27,2200.0,,,,,,,
2025-06-30,2240.0,2151.98,,,,,,
2025-07-01,2236.0,2155.96,,,,,,
2025-07-02,2220.0,2159.12,,,,,,
2025-07-03,2230.0,2163.12,,,,,,
2025-07-04,2240.0,2167.28,,,,,,
2025-07-07,2204.0,2170.0,,,,,,
2025-07-08,2215.0,2172.86,,,,,,
2025-07-09,2225.0,2175.54,,,,,,
2025-07-10,2240.0,2178.14,,,,,,
2025-07-11,2266.0,2181.32,,,,,,
2025-07-14,2437.0,2187.78,,,,,,
2025-07-15,2288.0,2191.1,,,,,,
2025-07-16,2260.0,2194.04,,,,,,
2025-07-17,2250.0,2196.78,,,,,,
2025-07-18,2250.0,2199.14,,,,,,
2025-07-22,2250.0,2201.14,,,,,,
2025-07-23,2302.0,2203.7,,,,,,
2025-07-24,2348.0,2207.44,,,,,,
2025-07-25,2330.0,2211.06,,,,,,
2025-07-28,2330.0,2214.72,,,,,,
2025-07-29,2301.0,2217.84,,,,,,
2025-07-30,2320.0,2221.48,,,,,,
2025-07-31,2319.0,2225.14,,,,,,
2025-08-01,2336.0,2229.02,,,,,,
2025-08-04,2321.0,2232.5,,,,,,
2025-08-05,2324.0,2233.9,,,,,,
2025-08-06,2349.0,2236.9,,,,,,
2025-08-07,2362.0,2240.46,,,,,,
2025-08-08,2381.0,2244.28,,,,,,
2025-08-12,2393.0,2248.04,,,,,,
2025-08-13,2422.0,2252.82,,,,,,
2025-08-14,2390.0,2256.78,,,,,,
2025-08-15,2426.0,2261.3,,,,,,
2025-08-18,2430.0,2266.36,,,,,,
2025-08-19,2446.0,2271.78,,,,,,
2025-08-20,2448.0,2277.24,,,,,,
2025-08-21,2444.0,2282.62,,,,,,
2025-08-22,2450.0,2287.94,,,,,,
2025-08-25,2468.0,2293.6,,,,,,
2025-08-26,2460.0,2299.46,,,,,,
2025-08-27,2444.0,2304.94,,,,,,
2025-08-28,2458.0,2310.7,,,,,,
2025-08-29,2449.0,2314.68,,,,,,
2025-09-01,2480.0,2320.62,,,,,,
2025-09-02,2489.0,2327.02,,,,,,
2025-09-03,2474.0,2333.1,,,,,,
2025-09-04,2481.0,2339.32,,,,,,
2025-09-05,2506.0,2346.14,,,,,,
2025-09-08,2571.0,2354.06,,,,,,
2025-09-09,2515.0,2360.36,,,,,,
2025-09-10,2532.0,2366.2,,,,,,
2025-09-11,2500.0,2371.48,,,,,,
2025-09-12,2539.0,2377.86,,,,,,
2025-09-16,2536.0,2383.98,,,,,,
2025-09-17,2521.0,2389.6,,,,,,
2025-09-18,2532.0,2396.16,,,,,,
2025-09-19,2498.0,2401.82,,,,,,
2025-09-22,2503.0,2407.38,,,,,,
2025-09-24,2502.0,2412.62,,,,,,
2025-09-25,2506.0,2417.42,,,,,,
2025-09-26,2500.0,2418.68,,,,,,
2025-09-29,2517.0,2423.26,,,,,,
2025-09-30,2509.0,2428.24,,,,,,
2025-10-01,2490.0,2433.04,,,,,,
2025-10-02,2455.0,2437.14,,,,,,
2025-10-03,2473.0,2441.6,,,,,,
2025-10-06,2485.0,2445.26,,,,,,
2025-10-07,2476.0,2447.82,,,,,,
2025-10-08,2473.0,2450.68,,,,,,
2025-10-09,2490.0,2453.88,,,,,,
2025-10-10,2437.0,2456.6,,,,,,
2025-10-14,2394.0,2458.08,,,,,,
2025-10-15,2440.0,2460.5,,,,,,
2025-10-16,2429.0,2462.36,,,,,,
2025-10-17,2414.0,2464.22,,,,,,
2025-10-20,2452.0,2466.78,,,,,,
2025-10-21,2456.0,2468.92,,,,,,
2025-10-22,2480.0,2471.28,,,,,,
2025-10-23,2494.0,2473.54,,,,,,
2025-10-24,2506.0,2475.8,,,,,,
2025-10-27,2506.0,2477.48,,,,,,
2025-10-28,2492.0,2479.52,,,,,,
2025-10-29,2459.0,2480.18,,,,,,
2025-10-30,2474.0,2481.06,,,,,,
2025-10-31,2475.0,2481.64,,,,,,
2025-11-04,2467.0,2482.02,,,,,,
2025-11-05,2456.0,2482.26,,,,,,
2025-11-06,2480.0,2482.86,,,,,,
2025-11-07,2484.0,2483.18,,,,,,
2025-11-10,2509.0,2484.16,,,,,,
2025-11-11,2495.0,2485.18,,,,,,
2025-11-12,2555.0,2487.12,,,,,,
2025-11-13,2560.0,2489.34,,,,,,
2025-11-14,2577.0,2491.28,,,,,,
2025-11-17,2567.0,2492.84,,,,,,
2025-11-18,2550.0,2494.36,,,,,,
2025-11-19,2510.0,2494.94,,,,,,
2025-11-20,2550.0,2495.82,,,,,,
2025-11-21,2577.0,2495.94,,,,,,
2025-11-25,2569.0,2497.02,,,,,,
2025-11-26,2615.0,2498.68,2338.9533333333334,,,,,
2025-11-27,2631.0,2501.3,2342.9133333333334,,,,,
2025-11-28,2646.0,2503.44,2346.806666666667,,,,,
2025-12-01,2625.0,2505.22,2350.7733333333335,,,,,
2025-12-02,2618.0,2507.16,2354.68,,,,,
2025-12-03,2616.0,2508.84,2358.3333333333335,,,,,
2025-12-04,2638.0,2511.64,2362.1066666666666,,,,,
2025-12-05,2689.0,2515.36,2366.0933333333332,,,,,
2025-12-08,2648.0,2518.28,2369.68,,,,,
2025-12-09,2655.0,2521.26,2373.3333333333335,,,,,
2025-12-10,2690.0,2525.06,2377.173333333333,,,,,
2025-12-11,2665.0,2528.02,2380.7933333333335,,,,,
2025-12-12,2700.0,2531.84,2384.7066666666665,,,,,
2025-12-15,2750.0,2537.04,2388.9533333333334,,,,,
2025-12-16,2700.0,2541.94,2392.74,,,,,
2025-12-17,2686.0,2546.2,2396.3133333333335,,,,,
2025-12-18,2688.0,2550.26,2399.74,,,,,
2025-12-19,2707.0,2554.88,2403.38,,,,,
2025-12-22,2713.0,2559.68,2407.14,,,,,
2025-12-23,2731.0,2564.5,2411.0333333333333,,,,,
2025-12-24,2714.0,2570.04,2414.826666666667,,,,,
2025-12-25,2727.0,2576.7,2418.7533333333336,,,,,
2025-12-26,2726.0,2582.42,2422.6866666666665,,,,,
2025-12-29,2730.0,2588.44,2426.6066666666666,,,,,
2025-12-30,2730.0,2594.76,2430.4933333333333,,,,,
2026-01-05,2768.0,2601.08,2433.92,,,,,
2026-01-06,2788.0,2607.72,2437.846666666667,,,,,
2026-01-07,2800.0,2614.12,2441.9533333333334,,,,,
2026-01-08,2791.0,2620.06,2445.96,,,,,
2026-01-09,2819.0,2626.32,2450.0533333333333,,,,,
2026-01-13,2863.0,2633.46,2454.5866666666666,,,,,
2026-01-14,2897.0,2641.56,2459.286666666667,,,,,
2026-01-15,2923.0,2650.84,2464.1066666666666,,,,,
2026-01-16,2927.0,2659.9,2469.1066666666666,,,,,
2026-01-19,2914.0,2668.68,2474.0333333333333,,,,,
2026-01-20,2896.0,2677.26,2478.84,,,,,
2026-01-21,2848.0,2685.1,2483.326666666667,,,,,
2026-01-23,2879.0,2693.08,2487.96,,,,,
2026-01-30,2845.0,2700.3,2492.36,,,,,
2026-02-03,2910.0,2708.32,2497.3133333333335,,,,,
