date,close,sma50,sma150,sma200,sma200_slope,low_52w,high_52w,return_52w
2023-07-05,2156.7,,,,,,,
2023-07-06,1973.3,,,,,,,
2023-07-07,2183.3,,,,,,,
2023-07-10,2246.7,,,,,,,
2023-07-11,2066.7,,,,,,,
2023-07-12,2260.0,,,,,,,
2023-07-13,2080.0,,,,,,,
2023-07-14,1893.3,,,,,,,
2023-07-18,1706.7,,,,,,,
2023-07-19,1683.3,,,,,,,
2023-07-20,1621.7,,,,,,,
2023-07-21,1506.7,,,,,,,
2023-07-24,1563.3,,,,,,,
2023-07-25,1588.3,,,,,,,
2023-07-26,1645.0,,,,,,,
2023-07-27,1843.3,,,,,,,
2023-07-28,1706.7,,,,,,,
2023-07-31,1866.7,,,,,,,
2023-08-01,1850.0,,,,,,,
2023-08-02,1716.7,,,,,,,
2023-08-03,1743.3,,,,,,,
2023-08-04,1653.3,,,,,,,
2023-08-07,1651.7,,,,,,,
2023-08-08,1600.0,,,,,,,
2023-08-09,1648.3,,,,,,,
2023-08-10,1653.3,,,,,,,
2023-08-14,1746.7,,,,,,,
2023-08-15,1413.3,,,,,,,
2023-08-16,1516.7,,,,,,,
2023-08-17,1611.7,,,,,,,
2023-08-18,1660.0,,,,,,,
2023-08-21,1706.7,,,,,,,
2023-08-22,1746.7,,,,,,,
2023-08-23,1786.7,,,,,,,
2023-08-24,1693.3,,,,,,,
2023-08-25,1535.0,,,,,,,
2023-08-28,1523.3,,,,,,,
2023-08-29,1538.3,,,,,,,
2023-08-30,1475.0,,,,,,,
2023-08-31,1481.7,,,,,,,
2023-09-01,1383.3,,,,,,,
2023-09-04,1433.3,,,,,,,
2023-09-05,1383.3,,,,,,,
2023-09-06,1351.7,,,,,,,
2023-09-07,1371.7,,,,,,,
2023-09-08,1405.0,,,,,,,
2023-09-11,1338.3,,,,,,,
2023-09-12,1483.3,,,,,,,
2023-09-13,1508.3,,,,,,,
2023-09-14,1476.7,1673.566,,,,,,
2023-09-15,1386.7,1658.1660000000002,,,,,,
2023-09-19,1368.3,1646.066,,,,,,
2023-09-20,1343.3,1629.266,,,,,,
2023-09-21,1333.3,1610.9979999999998,,,,,,
2023-09-22,1353.3,1596.73,,,,,,
2023-09-25,1386.7,1579.264,,,,,,
2023-09-26,1353.3,1564.73,,,,,,
2023-09-27,1360.0,1554.0639999999999,,,,,,
2023-09-28,1370.0,1547.33,,,,,,
2023-09-29,1366.7,1540.9979999999998,,,,,,
2023-10-02,1348.3,1535.53,,,,,,
2023-10-03,1331.7,1532.03,,,,,,
2023-10-04,1320.0,1527.164,,,,,,
2023-10-05,1360.0,1522.598,,,,,,
2023-10-06,1310.0,1515.898,,,,,,
2023-10-10,1346.7,1505.9660000000001,,,,,,
2023-10-11,1295.0,1497.7320000000002,,,,,,
2023-10-12,1318.3,1486.764,,,,,,
2023-10-13,1256.7,1474.8980000000001,,,,,,
2023-10-16,1193.3,1464.43,,,,,,
2023-10-17,1181.7,1453.198,,,,,,
2023-10-18,1195.0,1444.0320000000002,,,,,,
2023-10-19,1156.7,1434.132,,,,,,
2023-10-20,1193.3,1425.9980000000003,,,,,,
2023-10-23,1155.0,1416.132,,,,,,
2023-10-24,1185.0,1406.766,,,,,,
2023-10-25,1261.7,1397.066,,,,,,
2023-10-26,1211.7,1393.0339999999999,,,,,,
2023-10-27,1208.3,1386.866,,,,,,
2023-10-30,1210.0,1378.832,,,,,,
2023-10-31,1213.3,1369.8980000000001,,,,,,
2023-11-01,1236.7,1360.4980000000003,,,,,,
2023-11-02,1275.0,1351.0639999999999,,,,,,
2023-11-06,1298.3,1341.296,,,,,,
2023-11-07,1270.0,1332.83,,,,,,
2023-11-08,1266.7,1327.464,,,,,,
2023-11-09,1216.7,1321.3319999999999,,,,,,
2023-11-10,1181.7,1314.2,,,,,,
2023-11-13,1161.7,1307.9340000000002,,,,,,
2023-11-14,1150.0,1301.3,,,,,,
2023-11-15,1216.7,1297.968,,,,,,
2023-11-16,1365.0,1296.6019999999999,,,,,,
2023-11-17,1373.3,1296.402,,,,,,
2023-11-20,1363.3,1296.634,,,,,,
2023-11-21,1370.0,1296.6,,,,,,
2023-11-22,1396.7,1296.4340000000002,,,,,,
2023-11-24,1386.7,1297.402,,,,,,
2023-11-27,1346.7,1294.67,,,,,,
2023-11-28,1386.7,1292.238,,,,,,
2023-11-29,1363.3,1289.97,,,,,,
2023-11-30,1320.0,1288.636,,,,,,
2023-12-01,1251.7,1286.3039999999999,,,,,,
2023-12-04,1270.0,1284.838,,,,,,
2023-12-05,1235.0,1282.872,,,,,,
2023-12-06,1196.7,1279.74,,,,,,
2023-12-07,1190.0,1275.8059999999998,,,,,,
2023-12-08,1166.7,1272.074,,,,,,
2023-12-11,1150.0,1267.874,,,,,,
2023-12-12,1068.3,1261.84,,,,,,
2023-12-13,1075.0,1256.0059999999999,,,,,,
2023-12-14,1010.0,1249.24,,,,,,
2023-12-15,1043.3,1243.472,,,,,,
2023-12-18,1006.7,1237.206,,,,,,
2023-12-19,978.3,1229.572,,,,,,
2023-12-20,1036.7,1224.106,,,,,,
2023-12-21,973.7,1216.646,,,,,,
2023-12-22,962.7,1210.0,,,,,,
2023-12-25,1003.3,1203.7,,,,,,
2023-12-26,995.0,1198.4660000000001,,,,,,
2023-12-27,980.0,1194.2,,,,,,
2023-12-28,1070.0,1191.9660000000001,,,,,,
2023-12-29,1095.0,1189.9660000000001,,,,,,
2024-01-04,1138.3,1189.598,,,,,,
2024-01-05,1075.0,1187.232,,,,,,
2024-01-09,1065.0,1185.432,,,,,,
2024-01-10,996.7,1181.6660000000002,,,,,,
2024-01-11,993.0,1176.292,,,,,,
2024-01-12,983.3,1171.724,,,,,,
2024-01-15,977.3,1167.104,,,,,,
2024-01-16,1013.3,1163.17,,,,,,
2024-01-17,961.7,1158.138,,,,,,
2024-01-18,948.0,1152.364,,,,,,
2024-01-19,926.0,1145.384,,,,,,
2024-01-22,966.7,1138.752,,,,,,
2024-01-23,966.0,1132.672,,,,,,
2024-01-24,1008.3,1127.504,,,,,,
2024-01-25,1028.3,1123.736,,,,,,
