date,close,sma50,sma150,sma200,sma200_slope,low_52w,high_52w,return_52w
2020-12-18,403.1,,,,,,,
2020-12-21,417.5,,,,,,,
2020-12-22,428.8,,,,,,,
2020-12-23,468.1,,,,,,,
2020-12-24,472.5,,,,,,,
2020-12-25,471.3,,,,,,,
2020-12-28,468.8,,,,,,,
2020-12-29,468.1,,,,,,,
2020-12-30,492.5,,,,,,,
2021-01-04,484.4,,,,,,,
2021-01-05,471.9,,,,,,,
2021-01-06,461.9,,,,,,,
2021-01-07,462.5,,,,,,,
2021-01-08,456.3,,,,,,,
2021-01-12,445.0,,,,,,,
2021-01-13,450.0,,,,,,,
2021-01-14,454.4,,,,,,,
2021-01-15,472.5,,,,,,,
2021-01-18,473.8,,,,,,,
2021-01-19,470.6,,,,,,,
2021-01-20,463.1,,,,,,,
2021-01-21,470.0,,,,,,,
2021-01-22,516.3,,,,,,,
2021-01-25,491.9,,,,,,,
2021-01-26,469.4,,,,,,,
2021-01-27,481.3,,,,,,,
2021-01-28,471.3,,,,,,,
2021-01-29,445.0,,,,,,,
2021-02-01,445.6,,,,,,,
2021-02-02,457.5,,,,,,,
2021-02-03,466.3,,,,,,,
2021-02-04,468.1,,,,,,,
2021-02-05,457.5,,,,,,,
2021-02-08,471.9,,,,,,,
2021-02-09,461.3,,,,,,,
2021-02-10,465.0,,,,,,,
2021-02-12,391.9,,,,,,,
2021-02-15,378.1,,,,,,,
2021-02-16,369.5,,,,,,,
2021-02-17,366.4,,,,,,,
2021-02-18,365.3,,,,,,,
2021-02-19,355.4,,,,,,,
2021-02-22,354.0,,,,,,,
2021-02-24,352.1,,,,,,,
2021-02-25,345.9,,,,,,,
2021-02-26,340.6,,,,,,,
2021-03-01,352.9,,,,,,,
2021-03-02,357.5,,,,,,,
2021-03-03,367.1,,,,,,,
2021-03-04,357.3,434.99,,,,,,
2021-03-05,362.5,434.17800000000005,,,,,,
2021-03-08,357.8,432.98400000000004,,,,,,
2021-03-09,360.1,431.61,,,,,,
2021-03-10,357.8,429.404,,,,,,
2021-03-11,361.3,427.18,,,,,,
2021-03-12,360.6,424.966,,,,,,
2021-03-15,361.1,422.81200000000007,,,,,,
