date,close,sma50,sma150,sma200,sma200_slope,low_52w,high_52w,return_52w
2024-03-27,1803.0,,,,,,,
2024-03-28,1501.0,,,,,,,
2024-03-29,1395.0,,,,,,,
2024-04-01,1276.0,,,,,,,
2024-04-02,1155.0,,,,,,,
2024-04-03,1283.0,,,,,,,
2024-04-04,1182.0,,,,,,,
2024-04-05,1201.0,,,,,,,
2024-04-08,1200.0,,,,,,,
2024-04-09,1156.0,,,,,,,
2024-04-10,1125.0,,,,,,,
2024-04-11,1093.0,,,,,,,
2024-04-12,1088.0,,,,,,,
2024-04-15,1031.0,,,,,,,
2024-04-16,975.0,,,,,,,
2024-04-17,1010.0,,,,,,,
2024-04-18,1005.0,,,,,,,
2024-04-19,940.0,,,,,,,
2024-04-22,994.0,,,,,,,
2024-04-23,1144.0,,,,,,,
2024-04-24,1054.0,,,,,,,
2024-04-25,969.0,,,,,,,
2024-04-26,1035.0,,,,,,,
2024-04-30,1036.0,,,,,,,
2024-05-01,1012.0,,,,,,,
2024-05-02,1011.0,,,,,,,
2024-05-07,1010.0,,,,,,,
2024-05-08,1010.0,,,,,,,
2024-05-09,987.0,,,,,,,
2024-05-10,949.0,,,,,,,
2024-05-13,964.0,,,,,,,
2024-05-14,956.0,,,,,,,
2024-05-15,890.0,,,,,,,
2024-05-16,938.0,,,,,,,
2024-05-17,967.0,,,,,,,
2024-05-20,998.0,,,,,,,
2024-05-21,1044.0,,,,,,,
2024-05-22,1026.0,,,,,,,
2024-05-23,1014.0,,,,,,,
2024-05-24,1022.0,,,,,,,
2024-05-27,977.0,,,,,,,
2024-05-28,970.0,,,,,,,
2024-05-29,956.0,,,,,,,
2024-05-30,928.0,,,,,,,
2024-05-31,933.0,,,,,,,
2024-06-03,939.0,,,,,,,
2024-06-04,943.0,,,,,,,
2024-06-05,931.0,,,,,,,
2024-06-06,959.0,,,,,,,
2024-06-07,952.0,1058.74,,,,,,
2024-06-10,948.0,1041.64,,,,,,
2024-06-11,940.0,1030.42,,,,,,
2024-06-12,919.0,1020.9,,,,,,
2024-06-13,894.0,1013.26,,,,,,
2024-06-14,901.0,1008.18,,,,,,
2024-06-17,899.0,1000.5,,,,,,
