date,close,sma50,sma150,sma200,sma200_slope,low_52w,high_52w,return_52w
2023-09-25,21660.0,,,,,,,
2023-09-26,21650.0,,,,,,,
2023-09-27,21495.0,,,,,,,
2023-09-28,21495.0,,,,,,,
2023-09-29,21510.0,,,,,,,
2023-10-02,21500.0,,,,,,,
2023-10-03,20975.0,,,,,,,
2023-10-04,20630.0,,,,,,,
2023-10-05,20980.0,,,,,,,
2023-10-06,20845.0,,,,,,,
2023-10-12,21610.0,,,,,,,
2023-10-13,21405.0,,,,,,,
2023-10-16,21050.0,,,,,,,
2023-10-17,21175.0,,,,,,,
2023-10-18,21195.0,,,,,,,
2023-10-23,20745.0,,,,,,,
2023-10-24,20480.0,,,,,,,
2023-10-26,20445.0,,,,,,,
2023-10-30,20500.0,,,,,,,
2023-11-01,21065.0,,,,,,,
2023-11-02,21440.0,,,,,,,
2023-11-06,21675.0,,,,,,,
2023-11-08,21200.0,,,,,,,
2023-11-10,21505.0,,,,,,,
2023-11-13,21680.0,,,,,,,
2023-11-14,21645.0,,,,,,,
2023-11-15,21900.0,,,,,,,
2023-11-16,21920.0,,,,,,,
2023-11-17,21915.0,,,,,,,
2023-11-20,22115.0,,,,,,,
2023-11-22,21855.0,,,,,,,
2023-11-24,22105.0,,,,,,,
2023-11-27,22170.0,,,,,,,
2023-11-28,21910.0,,,,,,,
2023-11-29,21905.0,,,,,,,
2023-11-30,21850.0,,,,,,,
2023-12-04,21920.0,,,,,,,
2023-12-05,21780.0,,,,,,,
2023-12-07,21835.0,,,,,,,
2023-12-08,21825.0,,,,,,,
2023-12-11,21680.0,,,,,,,
2023-12-12,21925.0,,,,,,,
2023-12-14,21470.0,,,,,,,
2023-12-15,21675.0,,,,,,,
2023-12-18,21325.0,,,,,,,
2023-12-20,21790.0,,,,,,,
2023-12-21,21600.0,,,,,,,
2023-12-22,21900.0,,,,,,,
2023-12-25,21735.0,,,,,,,
2023-12-26,21645.0,21506.1,,,,,,
2023-12-27,21900.0,21510.9,,,,,,
2023-12-28,21785.0,21513.6,,,,,,
2023-12-29,21905.0,21521.8,,,,,,
2024-01-04,22000.0,21531.9,,,,,,
2024-01-05,22145.0,21544.6,,,,,,
2024-01-09,22000.0,21554.6,,,,,,
2024-01-10,22395.0,21583.0,,,,,,
2024-01-11,22800.0,21626.4,,,,,,
2024-01-12,22920.0,21665.2,,,,,,
2024-01-15,23160.0,21711.5,,,,,,
2024-01-16,23000.0,21739.3,,,,,,
2024-01-17,23025.0,21771.7,,,,,,
2024-01-18,22915.0,21809.0,,,,,,
2024-01-19,23045.0,21846.4,,,,,,
2024-01-22,23330.0,21889.1,,,,,,
2024-01-23,23495.0,21944.1,,,,,,
2024-01-24,23270.0,21999.9,,,,,,
2024-01-25,23100.0,22053.0,,,,,,
2024-01-26,22955.0,22102.1,,,,,,
2024-01-29,23200.0,22144.8,,,,,,
2024-01-30,23180.0,22179.6,,,,,,
2024-01-31,23350.0,22213.1,,,,,,
2024-02-01,23245.0,22254.0,,,,,,
2024-02-02,23310.0,22290.1,,,,,,
