date,close,sma50,sma150,sma200,sma200_slope,low_52w,high_52w,return_52w
2024-10-23,1991.0,,,,,,,
2024-11-28,1991.0,,,,,,,
2024-12-23,1991.0,,,,,,,
2024-12-24,1991.0,,,,,,,
2024-12-26,1991.0,,,,,,,
2025-01-28,1991.0,,,,,,,
2025-02-26,1991.0,,,,,,,
2025-03-26,1990.0,,,,,,,
2025-04-28,1990.0,,,,,,,
2025-05-08,1990.0,,,,,,,
2025-05-27,1990.0,,,,,,,
2025-07-28,1990.0,,,,,,,
2025-08-01,1990.0,,,,,,,
2025-10-28,1990.0,,,,,,,
2025-10-29,1990.0,,,,,,,
2025-11-26,1990.0,,,,,,,
2025-12-18,1990.0,,,,,,,
2025-12-26,1990.0,,,,,,,
