date,close,sma50,sma150,sma200,sma200_slope,low_52w,high_52w,return_52w
2024-12-25,969.0,,,,,,,
2024-12-26,980.0,,,,,,,
2024-12-27,982.0,,,,,,,
2024-12-30,1020.0,,,,,,,
2025-01-06,994.0,,,,,,,
2025-01-07,978.0,,,,,,,
2025-01-08,979.0,,,,,,,
2025-01-09,982.0,,,,,,,
2025-01-10,982.0,,,,,,,
2025-01-14,984.0,,,,,,,
2025-01-15,985.0,,,,,,,
2025-01-16,988.0,,,,,,,
2025-01-17,985.0,,,,,,,
2025-01-20,989.0,,,,,,,
2025-01-21,984.0,,,,,,,
2025-01-22,979.0,,,,,,,
2025-01-23,941.0,,,,,,,
2025-01-24,941.0,,,,,,,
2025-01-27,947.0,,,,,,,
2025-01-28,926.0,,,,,,,
2025-01-29,960.0,,,,,,,
2025-01-30,990.0,,,,,,,
2025-01-31,978.0,,,,,,,
2025-02-03,974.0,,,,,,,
2025-02-04,972.0,,,,,,,
2025-02-05,972.0,,,,,,,
2025-02-06,986.0,,,,,,,
2025-02-07,981.0,,,,,,,
2025-02-10,1027.0,,,,,,,
2025-02-12,994.0,,,,,,,
2025-02-13,1021.0,,,,,,,
2025-02-14,1321.0,,,,,,,
2025-02-17,1415.0,,,,,,,
2025-02-18,1401.0,,,,,,,
2025-02-19,1458.0,,,,,,,
2025-02-20,1490.0,,,,,,,
2025-02-21,1415.0,,,,,,,
2025-02-25,1510.0,,,,,,,
2025-02-26,1517.0,,,,,,,
2025-02-27,1547.0,,,,,,,
2025-02-28,1494.0,,,,,,,
2025-03-03,1498.0,,,,,,,
2025-03-04,1490.0,,,,,,,
2025-03-05,1530.0,,,,,,,
2025-03-06,1539.0,,,,,,,
2025-03-07,1468.0,,,,,,,
2025-03-10,1463.0,,,,,,,
2025-03-11,1460.0,,,,,,,
2025-03-12,1515.0,,,,,,,
2025-03-13,1487.0,1167.76,,,,,,
2025-03-14,1554.0,1179.46,,,,,,
2025-03-17,1587.0,1191.6,,,,,,
2025-03-18,1653.0,1205.02,,,,,,
2025-03-19,1710.0,1218.82,,,,,,
2025-03-21,1627.0,1231.48,,,,,,
2025-03-24,1664.0,1245.2,,,,,,
2025-03-25,1698.0,1259.58,,,,,,
2025-03-26,1772.0,1275.38,,,,,,
2025-03-27,1750.0,1290.74,,,,,,
2025-03-28,1716.0,1305.38,,,,,,
2025-03-31,1845.0,1322.58,,,,,,
2025-04-01,1760.0,1338.02,,,,,,
2025-04-02,1716.0,1352.64,,,,,,
2025-04-03,1774.0,1368.34,,,,,,
2025-04-04,1712.0,1382.9,,,,,,
2025-04-07,1540.0,1394.12,,,,,,
2025-04-08,1733.0,1409.96,,,,,,
2025-04-09,1710.0,1425.34,,,,,,
2025-04-10,1713.0,1440.66,,,,,,
2025-04-11,1747.0,1457.08,,,,,,
2025-04-14,1717.0,1472.22,,,,,,
2025-04-15,1734.0,1487.1,,,,,,
2025-04-16,1692.0,1501.38,,,,,,
2025-04-17,1756.0,1517.02,,,,,,
2025-04-18,1796.0,1533.5,,,,,,
2025-04-21,1760.0,1549.26,,,,,,
2025-04-22,1780.0,1565.14,,,,,,
2025-04-23,1762.0,1580.76,,,,,,
